cd_cnpj;nu_ordem;cd_ramo_atividade;de_ramo_atividade;divisão
00644718000110;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13324682000130;0;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;68
89743959000120;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
12749029000150;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
13760837000180;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
09119498000180;0;4633801;COMERCIO ATACADISTA DE FRUTAS, VERDURAS, RAIZES, TUBERCULOS, HORTALICAS E LEGUMES FRESCOS;46
11712686000160;0;3314707;MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL;33
71745020000130;0;4789099;ATIVIDADES DE FRANQUEADAS DO CORREIO NACIONAL;47
10366162000100;0;5590699;ALUGUEL DE IMOVEIS PROPRIOS;55
05018907000100;0;4763605;COMERCIO VAREJISTA DE EMBARCACOES E OUTROS VEICULOS RECREATIVOS, PECAS E ACESSORIOS;47
12360703000100;0;4686902;COMERCIO ATACADISTA DE EMBALAGENS;46
05583856000150;0;5620102;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;56
06874032000100;0;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
08241939000150;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13472906000150;0;1813001;FABRICACAO DE LETRAS, LETREIROS E PLACAS DE QUALQUER MATERIAL, EXCETO LUMINOSOS;18
13210408000130;0;7319099;OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE;73
12560648000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
11230981000180;0;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
09098066000130;0;5611201;RESTAURANTES E SIMILARES;56
22803050000140;0;4771701;ATIVIDADES DE ATENCAO AMBULATORIAL NAO ESPECIFICADAS ANTERIORMENTE;47
31379761000120;0;4729601;TABACARIA;47
01511009000120;0;4789004;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;47
04955387000190;0;7112000;SERVICOS DE ENGENHARIA;71
01432102000220;0;8650099;ATIVIDADES DE APOIO A GESTAO DE SAUDE;86
11640221000140;0;4633801;COMERCIO ATACADISTA DE FRUTAS, VERDURAS, RAIZES, TUBERCULOS, HORTALICAS E LEGUMES FRESCOS;46
02265018000140;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
02557883000160;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
05466207000170;0;4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
15104884000100;0;2330301;FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO;23
12751896000120;0;7312200;AGENCIAMENTO DE ESPACOS PARA PUBLICIDADE, EXCETO EM VEICULOS DE COMUNICACAO;73
13095411000150;0;4330404;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;43
07858823000100;0;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
01949435000140;0;8112500;CONDOMINIOS PREDIAIS;81
09405295000150;0;2542000;FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS;25
16954572000140;0;6470101;FUNDOS DE INVESTIMENTO, EXCETO PREVIDENCIARIOS E IMOBILIARIOS;64
15896277000200;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
05959141000150;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
02709180000100;0;4763604;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;47
11880147000130;0;2342702;FABRICACAO DE ARTEFATOS DE CERAMICA E BARRO COZIDO PARA USO NA CONSTRUCAO, EXCETO AZULEJOS E PISOS;23
12356255000170;0;4789099;ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS;47
11936670000130;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
05948105000190;0;7319001;CONSULTORIA EM PUBLICIDADE;73
05123298000140;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
07799911000170;0;6399200;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;63
18431221000180;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
08063499000350;0;113000;CULTIVO DE CANADEACUCAR;11
01123756000190;0;4753900;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;47
13036999000170;0;4520007;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
05369621000160;0;7020400;ADMINISTRACAO DE CAIXAS ESCOLARES;70
00471055000180;0;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;47
24488751000400;0;7210000;ATIVIDADES DE JARDINS BOTANICOS, ZOOLOGICOS, PARQUES NACIONAIS, RESERVAS ECOLOGICAS E AREAS DE PROTECAO AMBIENTAL;72
16611338000110;0;4741500;COMERCIO VAREJISTA DE ARTIGOS DE ILUMINACAO;47
11958098000100;0;4721102;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;47
12431238000150;0;6491300;SOCIEDADES DE FOMENTO MERCANTIL  FACTORING;64
14481385000160;0;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
13160169000150;0;4713002;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;47
16594450000190;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
12642795000110;0;4613300;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;46
08343323000190;0;4511103;COMERCIO POR ATACADO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS E USADOS;45
15707784000160;0;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;47
12127801000100;0;1412601;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
12481191000130;0;6201501;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;62
10552095000100;0;8020001;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;80
12080954000130;0;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;56
11358924000180;0;7490199;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;74
10725666000160;0;3811400;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;38
13651166000110;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
13557134000150;0;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
13415957000140;0;1629301;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;16
15217503000190;0;4923001;SERVICO DE TAXI;49
11888665000280;0;151202;CRIACAO DE BOVINOS PARA LEITE;15
15237253000150;0;9602501;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;96
15740928000180;0;4789004;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;47
08230296000220;0;111302;CRIACAO DE BOVINOS PARA CORTE;11
02267884000170;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
12483625000130;0;4712100;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;47
53355855000100;0;2829199;FABRICACAO DE OUTRAS MAQUINAS E EQUIPAMENTOS DE USO GERAL NAO ESPECIFICADOS ANTERIORMENTE, PECAS E ACESSORIOS;28
04620847000120;0;5611201;RESTAURANTES E SIMILARES;56
67289488000190;0;7911200;AGENCIAS DE VIAGENS;79
09344874000130;0;4618401;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS, COSMETICOS E PRODUTOS DE PERFUMARIA;46
04610753000170;0;4687703;COMERCIO ATACADISTA DE RESIDUOS E SUCATAS METALICOS;46
31297187000160;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
40779621000210;0;4722901;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
09152611000120;0;1813001;IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO;18
01171643000160;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
08024578000190;0;131800;CULTIVO DE LARANJA;13
01330922000120;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
08522773000140;0;4213800;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;42
04011303000160;0;7723300;ALUGUEL DE OBJETOS DO VESTUARIO, JOIAS E ACESSORIOS;77
03931501000180;0;9412099;OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS;94
08712595000110;0;133408;CULTIVO DE MAMAO;13
04993583000150;0;7112000;SERVICOS DE ENGENHARIA;71
07198371000250;0;5611201;RESTAURANTES E SIMILARES;56
01471964000180;0;8211300;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;82
06334186000100;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
12787808000140;0;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;56
10826546000150;0;7810800;SELECAO E AGENCIAMENTO DE MAODEOBRA;78
04920962000110;0;8111700;LIMPEZA EM PREDIOS E EM DOMICILIOS;81
12726861000130;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
00837361002050;0;8630599;ATIVIDADES DE ATENCAO AMBULATORIAL NAO ESPECIFICADAS ANTERIORMENTE;86
13498479000180;0;1091102;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;10
15438742000170;0;3299099;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;32
05582397000190;0;8112500;CONDOMINIOS PREDIAIS;81
15765272000150;0;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
12337436000150;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
38742276000380;0;4761001;COMERCIO VAREJISTA DE LIVROS;47
07024066000160;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
15296945000170;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
14594530000110;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
16703921000150;0;1352900;FABRICACAO DE ARTEFATOS DE TAPECARIA;13
14796394000140;0;2330305;COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS;23
15299574000180;0;7719599;LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR;77
35733856000150;0;4530701;COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
03563656000100;0;8219901;FOTOCOPIAS;82
14296994000140;0;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;82
14353384000130;0;4712100;COMERCIO VAREJISTA DE BEBIDAS;47
38131280000140;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
58750498000190;0;4110700;COMPRA E VENDA DE IMOVEIS PROPRIOS;41
15137744000120;0;4713002;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
03691935000150;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
14327650000150;0;8550302;ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES;85
18977975000130;0;4744001;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;47
10971506000100;0;4617600;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS, COSMETICOS E PRODUTOS DE PERFUMARIA;46
17002337000130;0;1412602;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;14
17004287000120;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
08529284000110;0;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
14059697000180;0;4712100;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;47
13895989000190;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
10975127000180;0;4754701;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
13441362000160;0;2013402;COMERCIO ATACADISTA DE DEFENSIVOS AGRICOLAS, ADUBOS, FERTILIZANTES E CORRETIVOS DO SOLO;20
11733494000130;0;3839401;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;38
10572071102110;0;8512100;EDUCACAO INFANTIL  PREESCOLA;85
15526547000100;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
09390616000190;0;7020400;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;70
16825787000160;0;8299799;OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE;82
08264342000120;0;1412601;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
10752975000120;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
07299924000180;0;4743100;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
08109356000170;0;3702900;ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTAO DE REDES;37
08654564000150;0;111302;CULTIVO DE MILHO;11
11509198000150;0;1822999;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS;18
09076053000160;0;7319099;OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE;73
08937981000100;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
10351362000180;0;113000;CULTIVO DE CANADEACUCAR;11
15862233000170;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
06341298000180;0;6491300;SOCIEDADES DE FOMENTO MERCANTIL  FACTORING;64
15970837000130;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
15996399000180;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
01785196000130;0;8550301;ADMINISTRACAO DE CAIXAS ESCOLARES;85
03808859000110;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
02528063000140;0;8112500;CONDOMINIOS PREDIAIS;81
12355372000110;0;5611201;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
00818576000160;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
15529261000170;0;4723700;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;47
15535199000120;0;6462000;ALUGUEL DE IMOVEIS PROPRIOS;64
01527330002650;0;4930203;ARMAZENS GERAIS  EMISSAO DE WARRANT;49
29744778761120;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
14738689000160;0;4520002;EXPLORACAO DE JOGOS DE SINUCA, BILHAR E SIMILARES;45
15167829000150;0;4722901;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
01489019000610;0;2051700;FABRICACAO DE DEFENSIVOS AGRICOLAS;20
65931909000290;0;6491300;SOCIEDADES DE FOMENTO MERCANTIL  FACTORING;64
02904918000190;0;4520007;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
05162872000170;0;4713002;AGENTE DE PROPRIEDADE INDUSTRIAL;47
04975912000130;0;8640204;SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE, EXCETO TOMOGRAFIA;86
93811644000140;0;4511101;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS;45
06267134000150;0;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;47
08314976000140;0;112199;CULTIVO DE OUTRAS FIBRAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE;11
03803494000130;0;9420100;ATIVIDADES DE ORGANIZACOES SINDICAIS;94
14444801000150;0;4744001;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;47
12315899000110;0;8299707;SALAS DE ACESSO A INTERNET;82
11401899000170;0;5229001;SERVICOS DE APOIO AO TRANSPORTE POR TAXI, INCLUSIVE CENTRAIS DE CHAMADA;52
02472581000190;0;4754701;COMERCIO VAREJISTA DE MOVEIS;47
14483589000130;0;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;96
14870016000160;0;4330404;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES;43
16498854000180;0;4729699;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
12040216000160;0;1412602;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;14
71103196000350;0;4744005;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;47
02635565000170;0;4619200;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;46
21574413000150;0;4661300;COMERCIO ATACADISTA DE MAQUINAS, APARELHOS E EQUIPAMENTOS PARA USO AGROPECUARIO, PARTES E PECAS;46
86492675000110;0;4618401;OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;46
14871920000190;0;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
32733172000160;0;4753900;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;47
92578756000130;0;1813001;IMPRESSAO DE MATERIAL PARA OUTROS USOS;18
03441420000100;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
77949196000270;0;4755501;COMERCIO VAREJISTA DE TECIDOS;47
15682367000100;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
08993462000240;0;4729699;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
02160968000100;0;2330301;FABRICACAO DE ESTRUTURAS PREMOLDADAS DE CONCRETO ARMADO, EM SERIE E SOB ENCOMENDA;23
12869929000130;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
04834007000160;0;8650004;ATIVIDADES DE FISIOTERAPIA;86
10719401000150;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
13069792000100;0;4614100;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;46
14173588000190;0;2330301;FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO;23
16564030000160;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
10426480000100;0;1412601;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
12813369000100;0;4711301;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
15617315000150;0;4712100;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
97530904000160;0;1091101;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;10
14384185000190;0;4399103;OBRAS DE ALVENARIA;43
14952354000140;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
33379330000350;0;9521500;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;95
02077222000480;0;4751200;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;47
02594613000120;0;4541205;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;45
05809295001480;0;7020400;ADMINISTRACAO DE CAIXAS ESCOLARES;70
87479937000170;0;4742300;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
03448209000100;0;4110700;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;41
02451604000180;0;4330401;IMPERMEABILIZACAO EM OBRAS DE ENGENHARIA CIVIL;43
06627368000160;0;162899;ATIVIDADES DE APOIO A PECUARIA NAO ESPECIFICADAS ANTERIORMENTE;16
03765657000480;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
12934152000140;0;4782201;COMERCIO VAREJISTA DE CALCADOS;47
55024475000100;0;4711301;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS;47
83031799000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13303883000150;0;1412603;FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;14
06031126000100;0;4618499;OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;46
15326679000180;0;4752100;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;47
00663416000190;0;8593700;ENSINO DE IDIOMAS;85
16943744000180;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
16951058000150;0;6319400;PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET;63
15343493000130;0;4772500;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
06199691000180;0;8219901;FOTOCOPIAS;82
07150564000150;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
13292374000170;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
11895142000180;0;6821801;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;68
83673616000150;0;4753900;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;47
11238504000160;0;4772500;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
07143397000110;0;4763601;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;47
03797243000190;0;2071100;FABRICACAO DE TINTAS, VERNIZES, ESMALTES E LACAS;20
07390948000140;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
95046660000110;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
05075477000150;0;9329899;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;93
15813897000140;0;4692300;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;46
05928629000110;0;5320202;SERVICOS DE ENTREGA RAPIDA;53
00723401000170;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
30005284000170;0;4744005;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;47
94708328000100;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
06283313000180;0;5510803;MOTEIS;55
04501161000110;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
03794316000190;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
13225090000160;0;4712100;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
05691708000150;0;4120400;CONSTRUCAO DE EDIFICIOS;41
05373673000100;0;4757100;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO;47
13186802000180;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
01154237000270;0;8640206;ATIVIDADES DE SERVICOS DE COMPLEMENTACAO DIAGNOSTICA E TERAPEUTICA NAO ESPECIFICADAS ANTERIORMENTE;86
04125393000110;0;2539001;SERVICOS DE USINAGEM, TORNEARIA E SOLDA;25
04817351000140;0;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
